QID,Config,Run,Exact,Semantic,Citation,ESS,Claim Support Rate,Citation Accuracy,LLM Judge,Confidence,Final,Recall,MRR,nDCG
Q070,A,2,0.0,0.17581498347624125,0.0,0.0,0.0,0.0,0.6,0.0,0.39516299669524824,1.0,1.0,0.9197207891481876
Q071,A,2,0.0,0.4666030866271324,0.0,0.0,0.0,0.0,0.8,0.0,0.5733206173254265,1.0,1.0,1.0
Q072,A,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9197207891481876
Q073,A,2,0.0,0.05160958850284378,0.0,0.0,0.0,0.0,0.8,0.0,0.49032191770056877,0.0,0.0,0.0
Q074,A,2,0.0,0.027132665355028708,0.0,0.0,0.0,0.0,0.6,0.0,0.36542653307100575,0.0,0.0,0.0
Q075,A,2,0.0,0.41396378238381437,0.0,0.0,0.0,0.0,0.6,0.0,0.44279275647676286,1.0,0.5,0.6934264036172708
Q076,A,2,0.0,0.40700673346785,0.0,0.0,0.0,0.0,0.8,0.0,0.56140134669357,1.0,1.0,1.0
Q077,A,2,0.0,0.5922486215716684,0.0,0.0,0.0,0.0,0.8,0.0,0.5984497243143336,1.0,1.0,1.0
Q078,A,2,0.0,0.8659674074447714,0.0,0.0,0.0,0.0,0.95,0.0,0.7431934814889543,1.0,1.0,1.0
Q079,A,2,0.0,0.6689625304957969,0.0,0.0,0.0,0.0,0.8,0.0,0.6137925060991594,1.0,1.0,1.0
Q080,A,2,0.0,0.37722331328943914,0.0,0.0,0.0,0.0,0.4,0.0,0.31544466265788784,1.0,1.0,1.0
Q081,A,2,0.0,0.6777552660594881,0.0,0.0,0.0,0.0,0.8,0.0,0.6155510532118976,1.0,1.0,1.0
Q082,A,2,0.0,0.6878951465859918,0.0,0.0,0.0,0.0,0.8,0.0,0.6175790293171983,1.0,1.0,1.0
Q083,A,2,0.0,0.35250073156571105,0.0,0.0,0.0,0.0,0.2,0.0,0.19050014631314222,1.0,1.0,1.0
Q084,A,2,0.0,0.21352495614627515,0.0,0.0,0.0,0.0,0.8,0.0,0.522704991229255,1.0,1.0,1.0
Q085,A,2,0.0,0.3408242166238352,0.0,0.0,0.0,0.0,0.8,0.0,0.548164843324767,1.0,0.5,0.6934264036172708
Q086,A,2,0.0,0.7346987205309534,0.0,0.0,0.0,0.0,0.8,0.0,0.6269397441061907,1.0,1.0,1.0
Q087,A,2,0.0,0.5002229801482789,0.0,0.0,0.0,0.0,0.8,0.0,0.5800445960296557,1.0,1.0,1.0
Q088,A,2,0.0,0.18235853557009063,0.0,0.0,0.0,0.0,0.4,0.0,0.27647170711401814,1.0,1.0,1.0
Q089,A,2,0.0,0.703204883039795,0.0,0.0,0.0,0.0,0.8,0.0,0.620640976607959,1.0,1.0,1.0
Q090,A,2,0.0,0.7000150363670662,0.0,0.0,0.0,0.0,0.8,0.0,0.6200030072734133,1.0,1.0,1.0
Q091,A,2,0.0,0.14935416476122912,0.0,0.0,0.0,0.0,0.6,0.0,0.3898708329522458,0.0,0.0,0.0
Q092,A,2,0.0,0.028207506849733676,0.0,0.0,0.0,0.0,0.6,0.0,0.3656415013699467,0.0,0.0,0.0
Q093,A,2,0.0,0.05612175491366004,0.0,0.0,0.0,0.0,0.2,0.0,0.131224350982732,0.0,0.0,0.0
Q094,A,2,0.0,0.24487046747435115,0.0,0.0,0.0,0.0,0.6,0.0,0.40897409349487024,0.0,0.0,0.0
Q095,A,2,0.0,0.09620140927411093,0.0,0.0,0.0,0.0,0.2,0.0,0.13924028185482218,0.0,0.0,0.0
Q096,A,2,0.0,0.14878657441393117,0.0,0.0,0.0,0.0,0.0,0.0,0.029757314882786236,0.0,0.0,0.0
Q097,A,2,0.0,0.23243571014836678,0.0,0.0,0.0,0.0,0.6,0.0,0.40648714202967334,0.0,0.0,0.0
Q098,A,2,0.0,0.16410936084323513,0.0,0.0,0.0,0.0,0.5,0.0,0.332821872168647,0.0,0.0,0.0
Q099,A,2,0.0,0.07353753604126625,0.0,0.0,0.0,0.0,0.6,0.0,0.37470750720825324,0.0,0.0,0.0
Q100,A,2,0.0,0.1507049379301595,0.0,0.0,0.0,0.0,0.5,0.0,0.3301409875860319,0.0,0.0,0.0
Q101,A,2,0.0,0.04382799779539186,0.0,0.0,0.0,0.0,0.2,0.0,0.12876559955907838,0.0,0.0,0.0
Q102,A,2,0.0,0.050401258967805646,0.0,0.0,0.0,0.0,0.4,0.0,0.25008025179356114,0.0,0.0,0.0
Q103,A,2,0.0,0.2508569835127389,0.0,0.0,0.0,0.0,0.6,0.0,0.41017139670254776,0.0,0.0,0.0
Q104,A,2,0.0,0.1288755022857746,0.0,0.0,0.0,0.0,0.6,0.0,0.3857751004571549,0.0,0.0,0.0
Q105,A,2,0.0,0.05421282070121665,0.0,0.0,0.0,0.0,0.0,0.0,0.01084256414024333,0.0,0.0,0.0
Q106,A,2,0.0,0.10657035539480764,0.0,0.0,0.0,0.0,0.0,0.0,0.02131407107896153,0.0,0.0,0.0
Q107,A,2,0.0,0.13476839424233064,0.0,0.0,0.0,0.0,0.6,0.0,0.3869536788484661,1.0,0.3333333333333333,0.5
Q108,A,2,0.0,0.21792092664408372,0.0,0.0,0.0,0.0,0.0,0.0,0.04358418532881675,0.0,0.0,0.0
Q109,A,2,0.0,0.03854966387223764,0.0,0.0,0.0,0.0,0.2,0.0,0.12770993277444753,0.0,0.0,0.0
Q110,A,2,0.0,0.070539685092591,0.0,0.0,0.0,0.0,0.0,0.0,0.0141079370185182,0.0,0.0,0.0
Q111,A,2,0.0,0.5648015807209914,0.0,0.0,0.0,0.0,0.6,0.0,0.47296031614419826,1.0,1.0,1.0
Q112,A,2,0.0,0.24214358799267435,0.0,0.0,0.0,0.0,0.6,0.0,0.40842871759853483,0.5,1.0,1.0
Q113,A,2,0.0,0.3668945979124775,0.0,0.0,0.0,0.0,0.6,0.0,0.4333789195824955,1.0,1.0,1.0
Q114,A,2,1.0,1.0,0.0,0.0,0.0,0.0,0.999,0.0,0.9994,0.5,1.0,1.0
Q115,A,2,0.0,0.22373560306719478,0.0,0.0,0.0,0.0,0.6,0.0,0.4047471206134389,0.0,0.0,0.0
Q116,A,2,0.0,0.6549615176011827,0.0,0.0,0.0,0.0,0.8,0.0,0.6109923035202365,0.5,1.0,0.9197207891481876
Q117,A,2,0.0,0.14792716729255934,0.0,0.0,0.0,0.0,0.6,0.0,0.3895854334585119,0.5,1.0,1.0
Q118,A,2,0.0,0.7907327465244631,0.0,0.0,0.0,0.0,0.8,0.0,0.6381465493048926,0.5,1.0,1.0
Q119,A,2,0.0,0.04613553376337413,0.0,0.0,0.0,0.0,0.2,0.0,0.12922710675267482,0.5,0.5,0.6309297535714575
Q120,A,2,0.0,0.18428682863593276,0.0,0.0,0.0,0.0,0.6,0.0,0.39685736572718655,0.5,1.0,1.0
Q121,A,2,0.0,0.7694223404027185,0.0,0.0,0.0,0.0,0.6,0.0,0.5138844680805437,0.6666666666666666,1.0,1.0
Q122,A,2,0.0,0.16899733649403303,0.0,0.0,0.0,0.0,0.6,0.0,0.3937994672988066,0.5,1.0,1.0
Q123,A,2,0.0,0.7820849634148315,0.0,0.0,0.0,0.0,0.8,0.0,0.6364169926829663,0.6666666666666666,1.0,1.0
Q124,A,2,0.0,0.13889498222343502,0.0,0.0,0.0,0.0,0.6,0.0,0.387778996444687,1.0,1.0,1.0
Q125,A,2,0.0,0.16517700966525875,0.0,0.0,0.0,0.0,0.6,0.0,0.39303540193305175,0.5,0.3333333333333333,0.5
Q126,A,2,0.0,0.5101919783513912,0.0,0.0,0.0,0.0,0.8,0.0,0.5820383956702783,1.0,1.0,1.0
Q127,A,2,0.0,0.5134142286621186,0.0,0.0,0.0,0.0,0.6,0.0,0.4626828457324237,0.5,1.0,1.0
Q128,A,2,0.0,0.7567007541448306,0.0,0.0,0.0,0.0,0.8,0.0,0.6313401508289661,0.5,1.0,1.0
Q129,A,2,0.0,0.755772071352411,0.0,0.0,0.0,0.0,0.6,0.0,0.5111544142704822,0.6666666666666666,1.0,1.0
Q130,A,2,0.0,0.6200063681097399,0.0,0.0,0.0,0.0,0.4,0.0,0.36400127362194795,0.2,1.0,1.0
Q131,A,2,0.0,0.5166402667538246,0.0,0.0,0.0,0.0,0.8,0.0,0.5833280533507649,1.0,1.0,1.0
Q132,A,2,0.0,0.13622817116902733,0.0,0.0,0.0,0.0,0.6,0.0,0.3872456342338054,0.5,0.5,0.6934264036172708
Q133,A,2,0.0,0.023308106141593198,0.0,0.0,0.0,0.0,0.8,0.0,0.48466162122831863,0.0,0.0,0.0
Q134,A,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q135,A,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.0,0.0,0.0
Q136,A,2,0.0,0.04478384589959447,0.0,0.0,0.0,0.0,0.5,0.0,0.3089567691799189,0.0,0.0,0.0
Q137,A,2,0.0,0.06296010852029697,0.0,0.0,0.0,0.0,0.8,0.0,0.49259202170405936,0.0,0.0,0.0
Q138,A,2,0.0,0.047360935920863635,0.0,0.0,0.0,0.0,0.6,0.0,0.36947218718417274,0.0,0.0,0.0
Q139,A,2,0.0,0.027389822326009804,0.0,0.0,0.0,0.0,0.5,0.0,0.3054779644652019,0.0,0.0,0.0
Q140,A,2,0.0,0.6315852059027627,0.0,0.0,0.0,0.0,0.5,0.0,0.4263170411805525,0.3333333333333333,1.0,1.0
Q001,A,3,1.0,1.0000000000000004,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Q002,A,3,0.0,0.4874691613488786,0.0,0.0,0.0,0.0,0.8,0.0,0.5774938322697757,1.0,1.0,1.0
Q003,A,3,0.0,0.3791835594498948,0.0,0.0,0.0,0.0,0.8,0.0,0.555836711889979,1.0,1.0,1.0
Q004,A,3,0.0,0.7038396952378687,0.0,0.0,0.0,0.0,0.9,0.0,0.6807679390475738,1.0,1.0,1.0
Q005,A,3,0.0,0.2356236293522922,0.0,0.0,0.0,0.0,0.5,0.0,0.34712472587045845,1.0,1.0,1.0
Q006,A,3,0.0,0.6396729443106978,0.0,0.0,0.0,0.0,0.8,0.0,0.6079345888621396,1.0,0.5,0.6934264036172708
Q007,A,3,0.0,0.6613512594567938,0.0,0.0,0.0,0.0,0.8,0.0,0.6122702518913588,1.0,1.0,1.0
Q008,A,3,0.0,0.8272649185876787,0.0,0.0,0.0,0.0,0.8,0.0,0.6454529837175358,1.0,1.0,1.0
Q009,A,3,0.0,0.20826170914440226,0.0,0.0,0.0,0.0,0.8,0.0,0.5216523418288804,1.0,1.0,1.0
Q010,A,3,0.0,0.07297986168177156,0.0,0.0,0.0,0.0,0.6,0.0,0.3745959723363543,1.0,1.0,0.9197207891481876
Q011,A,3,0.0,0.5534620393524368,0.0,0.0,0.0,0.0,0.6,0.0,0.47069240787048733,0.0,0.0,0.0
Q012,A,3,0.0,0.214823552003981,0.0,0.0,0.0,0.0,0.4,0.0,0.2829647104007962,0.0,0.0,0.0
Q013,A,3,0.0,0.6654557185402441,0.0,0.0,0.0,0.0,0.8,0.0,0.6130911437080488,1.0,1.0,1.0
Q014,A,3,0.0,0.234026038756157,0.0,0.0,0.0,0.0,0.6,0.0,0.4068052077512314,1.0,0.5,0.6309297535714575
Q015,A,3,0.0,0.06859493340635309,0.0,0.0,0.0,0.0,0.8,0.0,0.4937189866812706,0.0,0.0,0.0
Q016,A,3,1.0,1.0000000000000002,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Q017,A,3,0.0,0.600787275531742,0.0,0.0,0.0,0.0,0.9,0.0,0.6601574551063485,1.0,1.0,1.0
Q018,A,3,0.0,0.48336639933091013,0.0,0.0,0.0,0.0,0.8,0.0,0.576673279866182,1.0,1.0,0.9197207891481876
Q019,A,3,0.0,0.8114945002631785,0.0,0.0,0.0,0.0,0.8,0.0,0.6422989000526357,1.0,1.0,1.0
Q020,A,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Q021,A,3,0.0,0.8386769968789174,0.0,0.0,0.0,0.0,0.9,0.0,0.7077353993757836,1.0,1.0,1.0
Q022,A,3,0.0,0.8221477873774226,0.0,0.0,0.0,0.0,0.8,0.0,0.6444295574754845,1.0,1.0,1.0
Q023,A,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Q024,A,3,0.0,0.17733773013621432,0.0,0.0,0.0,0.0,0.6,0.0,0.3954675460272429,1.0,1.0,0.9197207891481876
Q025,A,3,0.0,0.49382990085622813,0.0,0.0,0.0,0.0,0.6,0.0,0.4587659801712456,1.0,1.0,1.0
Q026,A,3,0.0,0.81039333355781,0.0,0.0,0.0,0.0,0.8,0.0,0.642078666711562,1.0,1.0,0.9197207891481876
Q027,A,3,0.0,0.6056934687180038,0.0,0.0,0.0,0.0,0.8,0.0,0.6011386937436007,1.0,1.0,1.0
Q028,A,3,0.0,0.7763666551837074,0.0,0.0,0.0,0.0,0.6,0.0,0.5152733310367414,1.0,1.0,1.0
Q029,A,3,0.0,0.8603027265790089,0.0,0.0,0.0,0.0,0.8,0.0,0.6520605453158017,1.0,1.0,0.9197207891481876
Q030,A,3,0.0,0.12567932665530304,0.0,0.0,0.0,0.0,0.6,0.0,0.3851358653310606,1.0,1.0,1.0
Q031,A,3,0.0,0.08666614213468463,0.0,0.0,0.0,0.0,0.6,0.0,0.3773332284269369,1.0,1.0,1.0
Q032,A,3,0.0,0.15335160571455647,0.0,0.0,0.0,0.0,0.8,0.0,0.5106703211429113,1.0,1.0,1.0
Q033,A,3,0.0,0.06508241965011846,0.0,0.0,0.0,0.0,0.8,0.0,0.4930164839300237,0.0,0.0,0.0
Q034,A,3,0.0,0.028795149904816165,0.0,0.0,0.0,0.0,0.5,0.0,0.3057590299809632,0.0,0.0,0.0
Q035,A,3,0.0,0.5792331123830746,0.0,0.0,0.0,0.0,0.6,0.0,0.4758466224766149,1.0,1.0,1.0
Q036,A,3,0.0,0.08098287796519688,0.0,0.0,0.0,0.0,0.4,0.0,0.2561965755930394,1.0,1.0,1.0
Q037,A,3,0.0,0.14358953804594934,0.0,0.0,0.0,0.0,0.2,0.0,0.14871790760918988,0.0,0.0,0.0
Q038,A,3,0.0,0.10240420611276425,0.0,0.0,0.0,0.0,0.4,0.0,0.26048084122255283,0.0,0.0,0.0
Q039,A,3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.12,0.0,0.0,0.0
Q040,A,3,0.0,0.06437099366532754,0.0,0.0,0.0,0.0,0.4,0.0,0.2528741987330655,0.0,0.0,0.0
Q041,A,3,0.0,0.10318898533313868,0.0,0.0,0.0,0.0,0.2,0.0,0.14063779706662774,0.0,0.0,0.0
Q042,A,3,0.0,0.13476839424233064,0.0,0.0,0.0,0.0,0.6,0.0,0.3869536788484661,1.0,0.3333333333333333,0.5
Q043,A,3,0.0,0.04493739213409101,0.0,0.0,0.0,0.0,0.4,0.0,0.2489874784268182,0.0,0.0,0.0
Q044,A,3,0.0,0.17260845921414933,0.0,0.0,0.0,0.0,0.6,0.0,0.39452169184282987,0.0,0.0,0.0
Q045,A,3,0.0,0.11554017351071233,0.0,0.0,0.0,0.0,0.2,0.0,0.14310803470214245,0.0,0.0,0.0
Q046,A,3,0.0,0.1337874612305583,0.0,0.0,0.0,0.0,0.0,0.0,0.02675749224611166,1.0,1.0,1.0
Q047,A,3,0.0,0.11707283361068299,0.0,0.0,0.0,0.0,0.6,0.0,0.3834145667221366,0.0,0.0,0.0
Q048,A,3,0.0,0.1064528438715775,0.0,0.0,0.0,0.0,0.0,0.0,0.0212905687743155,0.0,0.0,0.0
Q049,A,3,0.0,0.17487406298795988,0.0,0.0,0.0,0.0,0.6,0.0,0.394974812597592,0.0,0.0,0.0
Q050,A,3,0.0,0.10615867669845927,0.0,0.0,0.0,0.0,0.0,0.0,0.021231735339691856,0.0,0.0,0.0
Q051,A,3,0.0,0.1329433368264845,0.0,0.0,0.0,0.0,0.6,0.0,0.3865886673652969,0.0,0.0,0.0
Q052,A,3,0.0,0.2481200214552007,0.0,0.0,0.0,0.0,0.5,0.0,0.3496240042910401,0.0,0.0,0.0
Q053,A,3,0.0,0.058387989334060295,0.0,0.0,0.0,0.0,0.6,0.0,0.37167759786681204,0.0,0.0,0.0
Q054,A,3,0.0,0.08451115090340047,0.0,0.0,0.0,0.0,0.8,0.0,0.4969022301806801,0.0,0.0,0.0
Q055,A,3,0.0,0.22011610351680833,0.0,0.0,0.0,0.0,0.4,0.0,0.28402322070336167,0.0,0.0,0.0
Q056,A,3,0.0,0.7169148762524618,0.0,0.0,0.0,0.0,0.8,0.0,0.6233829752504924,1.0,1.0,1.0
Q057,A,3,1.0,0.36311001193313747,0.0,0.0,0.0,0.0,0.8,0.0,0.7526220023866275,1.0,1.0,1.0
Q058,A,3,1.0,0.7079724525878467,0.0,0.0,0.0,0.0,0.8,0.0,0.8215944905175694,1.0,1.0,0.9197207891481876
Q059,A,3,0.0,0.32532640969032756,0.0,0.0,0.0,0.0,0.6,0.0,0.4250652819380655,1.0,1.0,1.0
Q060,A,3,0.0,0.7646612896138452,0.0,0.0,0.0,0.0,0.95,0.0,0.722932257922769,1.0,1.0,0.9197207891481876
Q061,A,3,0.0,0.48160288034874627,0.0,0.0,0.0,0.0,0.8,0.0,0.5763205760697492,1.0,1.0,1.0
Q062,A,3,0.0,0.1237311244676943,0.0,0.0,0.0,0.0,0.6,0.0,0.3847462248935388,1.0,1.0,1.0
Q063,A,3,0.0,0.27719717061434673,0.0,0.0,0.0,0.0,0.4,0.0,0.2954394341228693,1.0,1.0,1.0
Q064,A,3,0.0,0.5999226199858747,0.0,0.0,0.0,0.0,0.6,0.0,0.47998452399717495,1.0,1.0,1.0
Q065,A,3,0.0,0.3404846656259114,0.0,0.0,0.0,0.0,0.6,0.0,0.42809693312518227,1.0,1.0,1.0
Q066,A,3,0.0,0.5505661109061729,0.0,0.0,0.0,0.0,0.8,0.0,0.5901132221812346,1.0,1.0,1.0
Q067,A,3,0.0,0.12351255978598785,0.0,0.0,0.0,0.0,0.4,0.0,0.2647025119571976,1.0,1.0,1.0
Q068,A,3,0.0,0.5135154769032156,0.0,0.0,0.0,0.0,0.6,0.0,0.46270309538064314,1.0,1.0,1.0
Q069,A,3,0.0,0.7040341019145484,0.0,0.0,0.0,0.0,0.6,0.0,0.5008068203829097,1.0,1.0,1.0
Q070,A,3,0.0,0.17581498347624125,0.0,0.0,0.0,0.0,0.6,0.0,0.39516299669524824,1.0,1.0,0.9197207891481876
Q071,A,3,0.0,0.4666030866271324,0.0,0.0,0.0,0.0,0.8,0.0,0.5733206173254265,1.0,1.0,1.0
Q072,A,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9197207891481876
Q073,A,3,0.0,0.05160958850284378,0.0,0.0,0.0,0.0,0.8,0.0,0.49032191770056877,0.0,0.0,0.0
Q074,A,3,0.0,0.027132665355028708,0.0,0.0,0.0,0.0,0.6,0.0,0.36542653307100575,0.0,0.0,0.0
Q075,A,3,0.0,0.41396378238381437,0.0,0.0,0.0,0.0,0.6,0.0,0.44279275647676286,1.0,0.5,0.6934264036172708
Q076,A,3,0.0,0.40700673346785,0.0,0.0,0.0,0.0,0.8,0.0,0.56140134669357,1.0,1.0,1.0
Q077,A,3,0.0,0.5922486215716684,0.0,0.0,0.0,0.0,0.8,0.0,0.5984497243143336,1.0,1.0,1.0
Q078,A,3,0.0,0.8659674074447714,0.0,0.0,0.0,0.0,0.95,0.0,0.7431934814889543,1.0,1.0,1.0
Q079,A,3,0.0,0.6689625304957969,0.0,0.0,0.0,0.0,0.8,0.0,0.6137925060991594,1.0,1.0,1.0
Q080,A,3,0.0,0.37722331328943914,0.0,0.0,0.0,0.0,0.4,0.0,0.31544466265788784,1.0,1.0,1.0
Q081,A,3,0.0,0.6777552660594881,0.0,0.0,0.0,0.0,0.8,0.0,0.6155510532118976,1.0,1.0,1.0
Q082,A,3,0.0,0.6878951465859918,0.0,0.0,0.0,0.0,0.8,0.0,0.6175790293171983,1.0,1.0,1.0
Q083,A,3,0.0,0.35250073156571105,0.0,0.0,0.0,0.0,0.2,0.0,0.19050014631314222,1.0,1.0,1.0
Q084,A,3,0.0,0.19924457838170523,0.0,0.0,0.0,0.0,0.8,0.0,0.5198489156763411,1.0,1.0,1.0
Q085,A,3,0.0,0.3408242166238352,0.0,0.0,0.0,0.0,0.8,0.0,0.548164843324767,1.0,0.5,0.6934264036172708
Q086,A,3,0.0,0.7346987205309534,0.0,0.0,0.0,0.0,0.8,0.0,0.6269397441061907,1.0,1.0,1.0
Q087,A,3,0.0,0.5002229801482789,0.0,0.0,0.0,0.0,0.8,0.0,0.5800445960296557,1.0,1.0,1.0
Q088,A,3,0.0,0.18235853557009063,0.0,0.0,0.0,0.0,0.4,0.0,0.27647170711401814,1.0,1.0,1.0
Q089,A,3,0.0,0.703204883039795,0.0,0.0,0.0,0.0,0.8,0.0,0.620640976607959,1.0,1.0,1.0
Q090,A,3,0.0,0.7000150363670662,0.0,0.0,0.0,0.0,0.8,0.0,0.6200030072734133,1.0,1.0,1.0
Q091,A,3,0.0,0.14935416476122912,0.0,0.0,0.0,0.0,0.6,0.0,0.3898708329522458,0.0,0.0,0.0
Q092,A,3,0.0,0.028207506849733676,0.0,0.0,0.0,0.0,0.6,0.0,0.3656415013699467,0.0,0.0,0.0
Q093,A,3,0.0,0.05612175491366004,0.0,0.0,0.0,0.0,0.2,0.0,0.131224350982732,0.0,0.0,0.0
Q094,A,3,0.0,0.24487046747435115,0.0,0.0,0.0,0.0,0.6,0.0,0.40897409349487024,0.0,0.0,0.0
Q095,A,3,0.0,0.09620140927411093,0.0,0.0,0.0,0.0,0.2,0.0,0.13924028185482218,0.0,0.0,0.0
Q096,A,3,0.0,0.14878657441393117,0.0,0.0,0.0,0.0,0.0,0.0,0.029757314882786236,0.0,0.0,0.0
Q097,A,3,0.0,0.23243571014836678,0.0,0.0,0.0,0.0,0.6,0.0,0.40648714202967334,0.0,0.0,0.0
Q098,A,3,0.0,0.16410936084323513,0.0,0.0,0.0,0.0,0.5,0.0,0.332821872168647,0.0,0.0,0.0
Q099,A,3,0.0,0.07353753604126625,0.0,0.0,0.0,0.0,0.6,0.0,0.37470750720825324,0.0,0.0,0.0
Q100,A,3,0.0,0.1507049379301595,0.0,0.0,0.0,0.0,0.5,0.0,0.3301409875860319,0.0,0.0,0.0
Q101,A,3,0.0,0.04382799779539186,0.0,0.0,0.0,0.0,0.2,0.0,0.12876559955907838,0.0,0.0,0.0
Q102,A,3,0.0,0.050401258967805646,0.0,0.0,0.0,0.0,0.4,0.0,0.25008025179356114,0.0,0.0,0.0
Q103,A,3,0.0,0.27378283330635134,0.0,0.0,0.0,0.0,0.6,0.0,0.41475656666127025,0.0,0.0,0.0
Q104,A,3,0.0,0.1288755022857746,0.0,0.0,0.0,0.0,0.6,0.0,0.3857751004571549,0.0,0.0,0.0
Q105,A,3,0.0,0.05421282070121665,0.0,0.0,0.0,0.0,0.0,0.0,0.01084256414024333,0.0,0.0,0.0
Q106,A,3,0.0,0.10657035539480764,0.0,0.0,0.0,0.0,0.0,0.0,0.02131407107896153,0.0,0.0,0.0
Q107,A,3,0.0,0.13476839424233064,0.0,0.0,0.0,0.0,0.6,0.0,0.3869536788484661,1.0,0.3333333333333333,0.5
Q108,A,3,0.0,0.21792092664408372,0.0,0.0,0.0,0.0,0.0,0.0,0.04358418532881675,0.0,0.0,0.0
Q109,A,3,0.0,0.03854966387223764,0.0,0.0,0.0,0.0,0.2,0.0,0.12770993277444753,0.0,0.0,0.0
Q110,A,3,0.0,0.070539685092591,0.0,0.0,0.0,0.0,0.0,0.0,0.0141079370185182,0.0,0.0,0.0
Q111,A,3,0.0,0.5648015807209914,0.0,0.0,0.0,0.0,0.6,0.0,0.47296031614419826,1.0,1.0,1.0
Q112,A,3,0.0,0.24214358799267435,0.0,0.0,0.0,0.0,0.6,0.0,0.40842871759853483,0.5,1.0,1.0
Q113,A,3,0.0,0.3668945979124775,0.0,0.0,0.0,0.0,0.6,0.0,0.4333789195824955,1.0,1.0,1.0
Q114,A,3,1.0,1.0,0.0,0.0,0.0,0.0,0.999,0.0,0.9994,0.5,1.0,1.0
Q115,A,3,0.0,0.13344278741996776,0.0,0.0,0.0,0.0,0.6,0.0,0.38668855748399356,0.0,0.0,0.0
Q116,A,3,0.0,0.6549615176011827,0.0,0.0,0.0,0.0,0.8,0.0,0.6109923035202365,0.5,1.0,0.9197207891481876
Q117,A,3,0.0,0.1460869878484382,0.0,0.0,0.0,0.0,0.6,0.0,0.38921739756968765,0.5,1.0,1.0
Q118,A,3,0.0,0.7907327465244631,0.0,0.0,0.0,0.0,0.8,0.0,0.6381465493048926,0.5,1.0,1.0
Q119,A,3,0.0,0.04613553376337413,0.0,0.0,0.0,0.0,0.2,0.0,0.12922710675267482,0.5,0.5,0.6309297535714575
Q120,A,3,0.0,0.18428682863593276,0.0,0.0,0.0,0.0,0.6,0.0,0.39685736572718655,0.5,1.0,1.0
Q121,A,3,0.0,0.7694223404027185,0.0,0.0,0.0,0.0,0.6,0.0,0.5138844680805437,0.6666666666666666,1.0,1.0
Q122,A,3,0.0,0.16899733649403303,0.0,0.0,0.0,0.0,0.6,0.0,0.3937994672988066,0.5,1.0,1.0
Q123,A,3,0.0,0.7820849634148315,0.0,0.0,0.0,0.0,0.8,0.0,0.6364169926829663,0.6666666666666666,1.0,1.0
Q124,A,3,0.0,0.13889498222343502,0.0,0.0,0.0,0.0,0.6,0.0,0.387778996444687,1.0,1.0,1.0
Q125,A,3,0.0,0.16517700966525875,0.0,0.0,0.0,0.0,0.6,0.0,0.39303540193305175,0.5,0.3333333333333333,0.5
Q126,A,3,0.0,0.5101919783513912,0.0,0.0,0.0,0.0,0.8,0.0,0.5820383956702783,1.0,1.0,1.0
Q127,A,3,0.0,0.5134142286621186,0.0,0.0,0.0,0.0,0.6,0.0,0.4626828457324237,0.5,1.0,1.0
Q128,A,3,0.0,0.7567007541448306,0.0,0.0,0.0,0.0,0.8,0.0,0.6313401508289661,0.5,1.0,1.0
Q129,A,3,0.0,0.755772071352411,0.0,0.0,0.0,0.0,0.6,0.0,0.5111544142704822,0.6666666666666666,1.0,1.0
Q130,A,3,0.0,0.6313206665283853,0.0,0.0,0.0,0.0,0.4,0.0,0.3662641333056771,0.2,1.0,1.0
Q131,A,3,0.0,0.5208708173048652,0.0,0.0,0.0,0.0,0.8,0.0,0.5841741634609731,1.0,1.0,1.0
Q132,A,3,0.0,0.13622817116902733,0.0,0.0,0.0,0.0,0.6,0.0,0.3872456342338054,0.5,0.5,0.6934264036172708
Q133,A,3,0.0,0.023308106141593198,0.0,0.0,0.0,0.0,0.8,0.0,0.48466162122831863,0.0,0.0,0.0
Q134,A,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q135,A,3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.0,0.0,0.0
Q136,A,3,0.0,0.04478384589959447,0.0,0.0,0.0,0.0,0.5,0.0,0.3089567691799189,0.0,0.0,0.0
Q137,A,3,0.0,0.06296010852029697,0.0,0.0,0.0,0.0,0.8,0.0,0.49259202170405936,0.0,0.0,0.0
Q138,A,3,0.0,0.047360935920863635,0.0,0.0,0.0,0.0,0.6,0.0,0.36947218718417274,0.0,0.0,0.0
Q139,A,3,0.0,0.027389822326009804,0.0,0.0,0.0,0.0,0.5,0.0,0.3054779644652019,0.0,0.0,0.0
